example_id,pair_id,customer_tweet_id,customer_text_raw,customer_text_clean,prior_context,n_prior_context_turns,brand_reply_raw,provisional_intent,provisional_confidence,sampling_reason,labeling_status,gold_intent,gold_action,gold_escalation_rationale,label_confidence,annotator_notes
GOLD_0077,AmazonHelp_137100_137098,137100,"@AmazonHelp Earlier the delivery date was 22 to 24 of November. 
Today is the day when it was supposed to deliver. But as you can see now the delivery date is pending, so, should I wait for infinity??
Yesterday you said wait till the date, the date is today and now new drama. 

#poorservice https://t.co/agfAMve3f6","Earlier the delivery date was 22 to 24 of November. Today is the day when it was supposed to deliver. But as you can see now the delivery date is pending, so, should I wait for infinity?? Yesterday you said wait till the date, the date is today and now new drama. #poorservice [URL]","[{'tweet_id': 137106, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@146918 We dispatch to meet the estimated delivery date. Kindly wait until the estimated date and I'm positive your order will be delivered. ^SH""}
 {'tweet_id': 137105, 'author_id': '146918', 'inbound': True, 'text': ""@AmazonHelp Expecting date is 24 of November, hasn't been dispatched yet. \n\nHow to expect it on time. Already waited for almost 20 days. \n\nSeriously, look into this. \nBeing no 1 worldwide this is your responsibility to satisfy the needs of the customer. \n\nI'm not at all happy this time!! https://t.co/pHmhkrezyl""}
 {'tweet_id': 137104, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@146918 I get your concern about the delivery. However, as mentioned earlier; kindly wait till the estimates as we dispatch and ship items as per the delivery date provided. Appreciate your understanding. \n\nKrishna | Amazon Customer Service'}]",3,@146918 Allow our support team to investigate this. You can report this here: https://t.co/R3EfhzgU8B ^CB.,ORDER_STATUS,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,novel_unsupported,,repeated broken delivery-date promises
GOLD_0078,AmazonHelp_2303322_2303319,2303322,@AmazonHelp What's this delay ? When you assured about delivery by today ??tracking id211179779318,What's this delay ? When you assured about delivery by today ??tracking id211179779318,[],0,"@668359 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^KK",ORDER_STATUS,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,auto_handle,,,delay vs assured delivery date
GOLD_0079,AmazonHelp_2260601_2260600,2260601,@AmazonHelp I pre ordered it 3 months ago and the tracking said it would be here by 8 pm today. The carrier is UPS. I've traveled to my hometown from college today just for my package but won't be able to get it for 3 weeks now :(,I pre ordered it 3 months ago and the tracking said it would be here by 8 pm today. The carrier is UPS. I've traveled to my hometown from college today just for my package but won't be able to get it for 3 weeks now :(,"[{'tweet_id': 2260603, 'author_id': '658233', 'inbound': True, 'text': 'Amazon lied to me that my package would be here today, I will never trust again'}
 {'tweet_id': 2260602, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@658233 Oh no! Very sorry that we let you down, Macayla. We'd like to help! Was today the expected delivery date of the package? And if so, who was the carrier? Please let us know so we can make this right for you! ^JD""}]",2,@658233 I'm terribly sorry for this delay. We want to ensure you get this. Please keep us updated. ^RR,ORDER_STATUS,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,"3-week delay on pre-order, traveled specifically for it"
GOLD_0080,AmazonHelp_65683_65681,65683,"yup @115821 we paid for shipping to get the package Tuesday and seen this last night at 10pm  We're sorry your package is late
We don't have a new delivery date from UPS, but we recommend waiting as it'll usually arrive within a few days. NO!!!!!","yup we paid for shipping to get the package Tuesday and seen this last night at 10pm We're sorry your package is late We don't have a new delivery date from UPS, but we recommend waiting as it'll usually arrive within a few days. NO!!!!!",[],0,@131034 I'm sorry to hear about the delay. Is there any further information on your tracking? You can find your tracking here:  https://t.co/Y5jpI9gRhE. ^MI,ORDER_STATUS,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,customer explicitly rejects the standard canned reply
GOLD_0081,AmazonHelp_353281_353280,353281,@115850 Delay in many delivery with wrong tracking statement (for Prime Customers) &amp; Fake Products received Totally Disappointed 😔😡,Delay in many delivery with wrong tracking statement (for Prime Customers) &amp; Fake Products received Totally Disappointed 😔😡,[],0,"@199983 I'm sorry for the unpleasant experience, Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^MJ",ORDER_STATUS,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,escalate,insufficient_evidence,,delay + wrong tracking + possible counterfeit items
GOLD_0082,AmazonHelp_1698721_1698719,1698721,@AmazonHelp The delivery date is tomorrow 7th November and all it’s said on the website is Dispatching today and it has taken my money.,The delivery date is tomorrow 7th November and all it’s said on the website is Dispatching today and it has taken my money.,"[{'tweet_id': 1698724, 'author_id': '515218', 'inbound': True, 'text': '@115830 what’s the point of giving a dispatch day if you can’t stick to it! #SoAnnoyed'}
 {'tweet_id': 1698722, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@515218 I'm sorry for the frustration! Have we missed the delivery date for your order? You can check here: https://t.co/aaDyEz1VgE ^TN""}]",2,@515218 It's not uncommon for an item to dispatch and be delivered the same day. Please keep us posted! ^TR,ORDER_STATUS,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,charged but dispatch status contradicts delivery date
GOLD_0083,AmazonHelp_2850793_2850791,2850793,forgot to cancel amazon music before the free trial ended and now I've been charged 7.99 for something i don't even use lol fuck off,forgot to cancel amazon music before the free trial ended and now I've been charged 7.99 for something i don't even use lol fuck off,[],0,@792678 I'm sorry for the unexpected charge! You can cancel the Amazon Music Unlimited subscription at this link here: https://t.co/JNXpMkMD9e ^VS,ABUSE_THREAT_ESCALATION_DEMAND,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,BILLING_PAYMENT,auto_handle,,,standard free-trial-to-paid charge explanation
GOLD_0084,AmazonHelp_796510_796509,796510,@115850 this is in refrnce to ORDER # 408-8137211-1133927. Despite providing refund blaming customr for fraud done. Very bad services(1/2),this is in refrnce to ORDER # 408-8137211-1133927. Despite providing refund blaming customr for fraud done. Very bad services(1/2),[],0,@172830 Please don’t provide your order details as it is personal information. Our Twitter page is visible to the public. ^MS,ABUSE_THREAT_ESCALATION_DEMAND,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,REFUND_RETURN,escalate,financial_refund,,"refund denied on fraud accusation, needs case review not auto-reversal"
GOLD_0085,AmazonHelp_2594946_2594944,2594946,Ordered Skyrim for the Switch to be delivered today from @115830 but apparently they can't be bothered so who knows when it will arrive. #USELESS #SOMUCHFORPRIME #SOMUCHFORPREORDERING,Ordered Skyrim for the Switch to be delivered today from but apparently they can't be bothered so who knows when it will arrive. #USELESS #SOMUCHFORPRIME #SOMUCHFORPREORDERING,[],0,"@732859 Hi Mark, without giving any personal account info can you tell us what happened? ^MA",ABUSE_THREAT_ESCALATION_DEMAND,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,auto_handle,,,pre-order not delivered on release day
GOLD_0086,AmazonHelp_1082337_1082336,1082337,Fuck sake I paid for One Day Delivery from Amazon and I’ve been sent a message from them saying it’s been delayed. Nice,Fuck sake I paid for One Day Delivery from Amazon and I’ve been sent a message from them saying it’s been delayed. Nice,[],0,@375306 I'm sorry the carrier didn't deliver your order! Have you received a new delivery date? Keep us posted! ^BN,ABUSE_THREAT_ESCALATION_DEMAND,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,auto_handle,,,"profanity is venting, not brand-directed (v1.1 rule)"
GOLD_0087,AmazonHelp_1337250_1337251,1337250,@AmazonHelp I would like an email address for escalation,I would like an email address for escalation,"[{'tweet_id': 1337244, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@431911 I'm unable to comprehend your concern. Could you please elaborate the issue so that we can assist you accordingly? ^NK""}
 {'tweet_id': 1337247, 'author_id': '431911', 'inbound': True, 'text': ""@AmazonHelp Your delivery guys don't carry working card reader, change or a working phone to send link to customers for remote pay""}
 {'tweet_id': 1337249, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@431911 I'm sorry to know about the inconvenience. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG""}]",3,"@431911 I'd like to personally help you. Kindly fill in your details here: https://t.co/GIJyeYqKE0, and I'll look into it. ^NR",ABUSE_THREAT_ESCALATION_DEMAND,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,COMPLAINT_SERVICE_QUALITY,escalate,other,,explicit request for an escalation contact
GOLD_0088,AmazonHelp_16758_16755,16758,@AmazonHelp fuck you guys. Canceling Prime. Not gonna do business with you guys ever again.,fuck you guys. Canceling Prime. Not gonna do business with you guys ever again.,[],0,"@119697 This isn't how we want you to feel. We'd like to help, if possible. Please let us know more about what's going. ^BH",ABUSE_THREAT_ESCALATION_DEMAND,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ABUSE_THREAT_ESCALATION_DEMAND,escalate,other,,brand-directed profanity + stated cancellation
GOLD_0089,AmazonHelp_2219914_2219912,2219914,"Oh shit... I get @290981 with my @115821 Prime? Nice! But, wtf is @290981 ?","Oh shit... I get with my Prime? Nice! But, wtf is ?",[],0,@648435 Hi Tony! You can find more info about Twitch here:https://t.co/hkAx7LcZv1 ^CN,ABUSE_THREAT_ESCALATION_DEMAND,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,PRODUCT_INFO_QUESTION,auto_handle,,,"asking what a Prime benefit is, profanity not brand-directed"
GOLD_0090,AmazonHelp_2353738_2353737,2353738,"@115821 
Your company can't do ANYTHING correctly! WTF?! Why pay prime then when you treat everyone with equal BS?! #worthless",Your company can't do ANYTHING correctly! WTF?! Why pay prime then when you treat everyone with equal BS?! #worthless,[],0,"@355518 This definitely isn't what we strive for! Without providing account information, could you tell us more about what's going on? We'd love to try to help! ^ML",ABUSE_THREAT_ESCALATION_DEMAND,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ABUSE_THREAT_ESCALATION_DEMAND,escalate,other,,"brand-directed hostility ('your company', 'worthless')"
GOLD_0091,AmazonHelp_282149_282150,282149,@AmazonHelp That doesn’t work. (The device I am using is a kindle paper white with the latest firmware),That doesn’t work. (The device I am using is a kindle paper white with the latest firmware),"[{'tweet_id': 282145, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@183213 Hi Tony- What happens when you try to delete? ^NV'}
 {'tweet_id': 282146, 'author_id': '183213', 'inbound': True, 'text': '@AmazonHelp It doesn’t give me the option to delete.'}
 {'tweet_id': 282148, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@183213 Thanks for confirming, Tony! Let's work together to get these newspapers removed from your account https://t.co/StjNhAIWdH ^FD""}]",3,@183213 No worries! We can still help! Please reach out to us here: https://t.co/hApLpMlfHN for more assistance with this. ^TK,DIGITAL_CONTENT_DEVICE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DIGITAL_CONTENT_DEVICE,escalate,novel_unsupported,,"standard fix already failed per context, needs deeper diagnosis"
GOLD_0092,AmazonHelp_1715286_1715284,1715286,@116935 trying to use my amazon music app on my iPhone to play music and choose songs on my 2 echos same time.. not available yet?,trying to use my amazon music app on my iPhone to play music and choose songs on my 2 echos same time.. not available yet?,[],0,"@519485 Hi! Are you trying to stream uploaded music, Prime Music or Amazon Music Unlimited content?  ^DO",DIGITAL_CONTENT_DEVICE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DIGITAL_CONTENT_DEVICE,auto_handle,,,multi-device simultaneous playback feature question
GOLD_0093,AmazonHelp_2033016_2033014,2033016,Finally setup my @115850 Echo. Must say I’m impressed.,Finally setup my Echo. Must say I’m impressed.,[],0,@195267 That's exactly what we'd like to hear!! Hope you have fun with the device. ^PS,DIGITAL_CONTENT_DEVICE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,OTHER_UNCLEAR,auto_handle,,,positive setup comment
GOLD_0094,AmazonHelp_1395564_1395563,1395564,"@117795 used to be a good service. What happened? Last time, very late. This time, opened and empty kindle box. It’s awful now","used to be a good service. What happened? Last time, very late. This time, opened and empty kindle box. It’s awful now",[],0,"@444533 Sorry for the poor experience, Tom! Please reach us here: https://t.co/SDAL7b5yym for available options. ^AB",DIGITAL_CONTENT_DEVICE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,auto_handle,,,empty Kindle box received
GOLD_0095,AmazonHelp_2843779_2843778,2843779,In love with amazon echo #alexa #echo 😀 — listening to Music,In love with amazon echo #alexa #echo 😀 — listening to Music,[],0,"@791124 Hi, not just music. She can beatbox as well. Try asking ""Alexa beatbox for me"". ^AS",DIGITAL_CONTENT_DEVICE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,OTHER_UNCLEAR,auto_handle,,,positive unsolicited comment
GOLD_0096,AmazonHelp_1445395_1445398,1445395,@AmazonHelp I got it. Had to search again for Carole Matthews in kindle store. Strange the link I was using was the one on the Amazon author page!,I got it. Had to search again for Carole Matthews in kindle store. Strange the link I was using was the one on the Amazon author page!,"[{'tweet_id': 1445399, 'author_id': '455407', 'inbound': True, 'text': '@217000 @115821 It went up two days ago. C : ) xx'}
 {'tweet_id': 1445397, 'author_id': '217000', 'inbound': True, 'text': '@455407 @115821 Hmmm...I must be doing something wrong... https://t.co/wbYMlCQk5f'}
 {'tweet_id': 1445394, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@217000 We're here to help! Have you reinstalled the app recently? I also recommend trying to purchase from our website. ^RA""}]",3,@217000 We're so glad you were able to get the book! Let us know if you need further assistance. ^KL,DIGITAL_CONTENT_DEVICE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ACKNOWLEDGEMENT_FOLLOWUP,auto_handle,,,"resolved own issue, just noting oddity"
GOLD_0097,AmazonHelp_1932426_1932423,1932426,Petra the African Grey makes Alexa bark @115833 @AmazonHelp @115821 @229470 @365482 @229580 @118967 @513876 https://t.co/tmTAOWiq61,Petra the African Grey makes Alexa bark [URL],[],0,@364733 Oh my heart! 😍 I wonder what Petra and Alexa are barking about? 🤔 ^SA,DIGITAL_CONTENT_DEVICE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,OTHER_UNCLEAR,auto_handle,,,"joke/anecdote, no support ask"
GOLD_0098,AmazonHelp_1097850_1097849,1097850,amazon echo dot ka invitations send kr do please @115850,amazon echo dot ka invitations send kr do please,[],0,@379062 limited number of invites each week. We're still sending out invitations. Keep an eye on your inbox.(2/2)^RS,DIGITAL_CONTENT_DEVICE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,PRODUCT_INFO_QUESTION,auto_handle,,,requesting an invite/promo access
GOLD_0099,AmazonHelp_396859_396857,396859,@115830 our Amazon Fire will no longer charge &amp; was only bought in April. What do we do?? #kidshavingameltdown,our Amazon Fire will no longer charge &amp; was only bought in April. What do we do?? #kidshavingameltdown,[],0,@210001 I'm sorry it isn't charging! Have you tried some of these steps to get it to charge: https://t.co/09DRlZDqhA ? ^DD,BILLING_PAYMENT,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DIGITAL_CONTENT_DEVICE,auto_handle,,,standard device troubleshooting/warranty flow
GOLD_0100,AmazonHelp_1245827_1245826,1245827,@115821 charged me twice on an order. 😡 @AmazonHelp https://t.co/K7VQsQcadk,charged me twice on an order. 😡 [URL],[],0,@212613 Oh no! We'd like to take a closer look into these charges. Please contact us via phone or chat: https://t.co/hApLpMlfHN ^KB,BILLING_PAYMENT,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,BILLING_PAYMENT,escalate,financial_refund,,double charge
GOLD_0101,AmazonHelp_1509272_1509273,1509272,@118919 pls enhance your fantasy book stocks many books aren't available in India nd have to give extra delivery charge fr those,pls enhance your fantasy book stocks many books aren't available in India nd have to give extra delivery charge fr those,[],0,@470322 Thanks for flagging this. I'll make sure to forward it as a feedback to the concerned team for a review. ^PR,BILLING_PAYMENT,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,OTHER_UNCLEAR,auto_handle,,,"catalog/stock feedback, not a problem"
GOLD_0102,AmazonHelp_2382519_2382518,2382519,@AmazonHelp why was I charged $15 for a one month trial of prime?,why was I charged $15 for a one month trial of prime?,[],0,"@686842 Hey, It's likely the charge is an authorization charge. Check out - https://t.co/2aSJ1jPS1M As we cannot access account info here, please get in touch - https://t.co/Q7Ftz6nj80 we'll be happy to look into this charge further. ^TP",BILLING_PAYMENT,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,BILLING_PAYMENT,auto_handle,,,trial-to-paid charge question
GOLD_0103,AmazonHelp_2103000_2102999,2103000,"as if @115821 just charged me £30 to my a/c for no reason, then i called @AmazonHelp and waited for 20 mins just for them to say their systems are down - idiots.","as if just charged me £30 to my a/c for no reason, then i called and waited for 20 mins just for them to say their systems are down - idiots.",[],0,"@620961 I'm sorry to hear about this! When you contacted us, were we able to provide any information about the charge? ^TH",BILLING_PAYMENT,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,BILLING_PAYMENT,escalate,financial_refund,,"unexplained charge, systems-down excuse given"
GOLD_0104,AmazonHelp_1094286_1094287,1094286,"@AmazonHelp No it doesn’t, but I was charged on 11 oct. maybe because I cancelled the merchant agreement?","No it doesn’t, but I was charged on 11 oct. maybe because I cancelled the merchant agreement?","[{'tweet_id': 1094283, 'author_id': 'AmazonHelp', 'inbound': False, 'text': ""@378273 Hey, please reach out - https://t.co/hApLpMlfHN we'll be happy to assist further. Keep us posted ^TP""}
 {'tweet_id': 1094284, 'author_id': '378273', 'inbound': True, 'text': ""@AmazonHelp I already did and was advised to cancel the merchant agreement. I did. I just hope this doesn't land me into trouble @hulu_support""}
 {'tweet_id': 1094285, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@378273 Just to confirm, does Hulu show here under ""Your Subscriptions"" to cancel: https://t.co/ojbHdS7og5?  ^EP'}]",3,@378273 When was the subscription canceled? Have you received the refund already? ^EP,BILLING_PAYMENT,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,BILLING_PAYMENT,escalate,financial_refund,,charge possibly tied to cancelled merchant agreement
GOLD_0105,AmazonHelp_2728013_2728011,2728013,Hi @AmazonHelp if I've an order pending stock and the price of it drops before it's dispatched will I be charged the original or new lower price?,Hi if I've an order pending stock and the price of it drops before it's dispatched will I be charged the original or new lower price?,[],0,"@550196 Hi there! You will be charged the original price for orders that are pending stock. If you'd like to cancel your pending order and place a new order at the lower price, you can learn how here: https://t.co/LE2T6FBDOS ^SM",BILLING_PAYMENT,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,PRODUCT_INFO_QUESTION,auto_handle,,,pre-purchase price-drop policy question
GOLD_0106,AmazonHelp_2113628_2113629,2113628,"@AmazonHelp Yep, tried doing that. When I click revise payment it says waiting to dispatch then goes back to revise payment method after about 5 minutes","Yep, tried doing that. When I click revise payment it says waiting to dispatch then goes back to revise payment method after about 5 minutes","[{'tweet_id': 2113625, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@623199 Have you had a chance to contact your bank? You can also check the status of your refund here: https://t.co/aaDyEz1VgE ^LS'}
 {'tweet_id': 2113626, 'author_id': '623199', 'inbound': True, 'text': ""@AmazonHelp Yeah my bank told me to contact you, it's been 3 working days and I just want to know when I'm going to be able to order it""}
 {'tweet_id': 2113627, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@623199 Have you tried removing the card and re-adding it to your account? what happens when you try to revise it? ^VS'}]",3,"@623199 We'd like to look into this for you. At your earliest convenience, reach us here: https://t.co/JzP7hlA23B ^LI",BILLING_PAYMENT,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,BILLING_PAYMENT,escalate,insufficient_evidence,,"payment-method update stuck in a loop, technical bug"
GOLD_0107,AmazonHelp_1548193_1548191,1548193,",@115830 you really need to rethink your packaging. Every time the boxes are damaged. https://t.co/Ur8AUHfUML",", you really need to rethink your packaging. Every time the boxes are damaged. [URL]",[],0,@479294 Sorry about this. Please leave feedback here: https://t.co/fxgZ6hTrFA to avoid this happening again ^KM,DELIVERY_QUALITY_ISSUE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,auto_handle,,,packaging quality feedback
GOLD_0108,AmazonHelp_1965893_1965891,1965893,"@118919 
Got a damaged TV delivered today. Amazon is not replacing it and refunding the sale amount. Which is cheating I exchanged tv",Got a damaged TV delivered today. Amazon is not replacing it and refunding the sale amount. Which is cheating I exchanged tv,[],0,@580376 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG,DELIVERY_QUALITY_ISSUE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,REFUND_RETURN,escalate,financial_refund,,explicit refusal to replace/refund a high-value damaged item
GOLD_0109,AmazonHelp_2515835_2515833,2515835,"@AmazonHelp can someone at Amazon actually be helpful and tell me why my order is not delivered today? 112-7009063-7634613 - two cheers to 70. Check the tracking number, UPS says it was never picked up. Why?","can someone at Amazon actually be helpful and tell me why my order is not delivered today? 112-7009063-7634613 - two cheers to 70. Check the tracking number, UPS says it was never picked up. Why?",[],0,"@716686 I'm sorry for the delay, Chris! We're not able to look up order or account information via Twitter. Was your order shipped by Amazon or a third-party seller: https://t.co/Y5jpI9gRhE? ^JP",DELIVERY_QUALITY_ISSUE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,"carrier says never picked up, order missing"
GOLD_0110,AmazonHelp_2867132_2867131,2867132,"Oh @115821 - You have no idea how disappointed I am to FINALLY be able to buy the new TV I've wanted, only to have it arrive broken. *sob* My television addiction remains unfulfilled for at least another week.","Oh - You have no idea how disappointed I am to FINALLY be able to buy the new TV I've wanted, only to have it arrive broken. *sob* My television addiction remains unfulfilled for at least another week.",[],0,@796284 Oh no! I'm very sorry your TV arrived damaged. That certainly shouldn't have happened. Have a look at what options are available here: https://t.co/n0UfvPSSgB Let us know if you need additional assistance. We're here for you! ^SK,DELIVERY_QUALITY_ISSUE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,auto_handle,,,TV arrived broken
GOLD_0111,AmazonHelp_280156_280155,280156,@115850 My new fridge came broken. no one is replacing it and you guys took my wrking fridge! #badcustomerservice https://t.co/Xq7qknGXKs,My new fridge came broken. no one is replacing it and you guys took my wrking fridge! #badcustomerservice [URL],[],0,@182772 details here: https://t.co/PyFjYjGnCv and I'll get back to you on this. 2/2 ^SH,DELIVERY_QUALITY_ISSUE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,escalate,insufficient_evidence,,"broken replacement + old unit already collected, high value"
GOLD_0112,AmazonHelp_2120961_2120967,2120961,@AmazonHelp I messaged you about someone who ordered a product w me and accidentally put the wrong address and is trying to change it,I messaged you about someone who ordered a product w me and accidentally put the wrong address and is trying to change it,"[{'tweet_id': 2120962, 'author_id': '624911', 'inbound': True, 'text': '@AmazonHelp I just sent you a message if you could please respond!'}
 {'tweet_id': 2120958, 'author_id': 'AmazonHelp', 'inbound': False, 'text': '@624911 Hi, I cannot locate another message. Can you tell us more about your issue? Please do not share any personal / account info ^TP'}]",2,"@624911 OK, I understand, she will need to contact us if she is having an issue accessing her account. ^AS",DELIVERY_QUALITY_ISSUE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,account_security,,third-party address change request needs identity verification
GOLD_0113,AmazonHelp_2960491_2960490,2960491,For fucks sake @115830 still not received my package that was meant to be delivered on Saturday!,For fucks sake still not received my package that was meant to be delivered on Saturday!,[],0,@817056 I'm sorry your item hasn't arrived as expected! What's the latest tracking status show here: https://t.co/aaDyEz1VgE? ^KP,DELIVERY_QUALITY_ISSUE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,auto_handle,,,"profanity is venting, not brand-directed"
GOLD_0114,AmazonHelp_2849062_2849061,2849062,"@AmazonHelp Got an order that has not turned up but shows as delivered and signed for by someone i've never heard of in my life. Obviously gone to the wrong place, your help pages just say contact the carrier, how do I even know who the carrier was? Can't see anything that says?","Got an order that has not turned up but shows as delivered and signed for by someone i've never heard of in my life. Obviously gone to the wrong place, your help pages just say contact the carrier, how do I even know who the carrier was? Can't see anything that says?",[],0,"@206615 Hey, Michael!  I'm sorry about your order and we really want to help! Just to clarify, have you tried to locate the package using the tips and ticks found here: https://t.co/s3V80nRegV ^VR",DELIVERY_QUALITY_ISSUE,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DELIVERY_QUALITY_ISSUE,escalate,insufficient_evidence,,delivered-and-signed-for-by-stranger discrepancy
GOLD_0115,AmazonHelp_671606_671605,671606,@AmazonHelp what is your complaints procedure?,what is your complaints procedure?,[],0,"@140382 Hello there, I am sorry to hear you have a complaint. Without going into personal account information could you please tell us more and we can help you. ^HS",PRODUCT_INFO_QUESTION,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,PRODUCT_INFO_QUESTION,auto_handle,,,policy question
GOLD_0116,AmazonHelp_2831670_2831669,2831670,@116935 What if I’m already a family Unlimited subscriber? Can I get a deal?,What if I’m already a family Unlimited subscriber? Can I get a deal?,"[{'tweet_id': 2831671, 'author_id': '116935', 'inbound': True, 'text': 'Music for the season! Get 3 months of Amazon Music Unlimited for only $0.99. Limited time only. https://t.co/hCQIfEk6py'}]",1,"@788416 Hi, this offer is for new subscribers only. Keep an eye on the website for offers that may be available in the future. ^ES",PRODUCT_INFO_QUESTION,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,PRIME_MEMBERSHIP,auto_handle,,,subscription deal question
GOLD_0117,AmazonHelp_126873_126872,126873,@116090 can i use a prepaid visa card to pay for my purchase?,can i use a prepaid visa card to pay for my purchase?,[],0,"@144478 Yes, a prepaid Visa is accepted as payment through Amazon. There are a few restrictions on what can be done using prepaid credit cards. You can find out more here: https://t.co/ric9pJU65t ^RM",PRODUCT_INFO_QUESTION,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,PRODUCT_INFO_QUESTION,auto_handle,,,payment method pre-purchase question
GOLD_0118,AmazonHelp_1485305_1485303,1485305,@115821 how come in AU some shows show up on the website but not on the app on apple?,how come in AU some shows show up on the website but not on the app on apple?,[],0,"@464922 The selection is the same. If you're having trouble searching, you should be able to add it to the watchlist from anywhere. ^RM",PRODUCT_INFO_QUESTION,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,DIGITAL_CONTENT_DEVICE,auto_handle,,,app vs website content availability discrepancy
GOLD_0119,AmazonHelp_2698942_2698940,2698942,Does someone at @115821 wanna explain why I’m getting things I’ve ordered well over a year ago delivered like..today?,Does someone at wanna explain why I’m getting things I’ve ordered well over a year ago delivered like..today?,[],0,@758284 Something doesn't sound right here! Allow us to take a closer look into these orders with you via phone/chat with you! Please reach us here: https://t.co/hApLpMlfHN ^CS,PRODUCT_INFO_QUESTION,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,ORDER_STATUS,escalate,insufficient_evidence,,"year-old order suddenly delivering, unusual"
GOLD_0120,AmazonHelp_2488564_2488562,2488564,@169994 Can I purchase something and have someone else pick it up?,Can I purchase something and have someone else pick it up?,[],0,@710680 Hi Ashley! Where are you getting the parcel delivered to? Keep us updated! - CN,PRODUCT_INFO_QUESTION,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,PRODUCT_INFO_QUESTION,auto_handle,,,pickup-by-another-person policy question
GOLD_0121,AmazonHelp_1765230_1765229,1765230,@AmazonHelp What's Going On With The Amazon Services ??,What's Going On With The Amazon Services ??,[],0,"@530949 Hello, without sharing any account information can you explain a bit further? ^LS",PRODUCT_INFO_QUESTION,0.75,rare_intent_oversample,claude_reviewed_not_independent_human,OTHER_UNCLEAR,escalate,insufficient_evidence,,too vague to act on without more detail
